"COMID"	"QC_04"	"QC_05"	"QC_08"	"QC_MA"	"SLOPE"	"bfiws"	"elevws"	"na2ows"	"sio2ws"	"k2ows"	"fe2o3ws"	"p2o5ws"	"al2o3ws"	"caows"	"mgows"	"sws"	"nws"	"hydrlcondws"	"compstrgthws"	"wetindexws"	"kffactws"	"pctcarbresidws"	"pctglactilloamws"	"pcteolfinews"	"pctglactilcrsws"	"pctcolluvsedws"	"pcthydricws"	"pcteolcrsws"	"pctglaclakecrsws"	"pctglactilclayws"	"pctalluvcoastws"	"pctsilicicws"	"pctcoastcrsws"	"pctnoncarbresidws"	"runoffws"	"clayws"	"sandws"	"rckdepws"	"omws"	"wtdepws"	"permws"	"precip9120ws"	"tmax9120ws"	"tmean9120ws"	"tmin9120ws"	"wsareasqkmws"
8075490	1.50772097668563	1.33477533167798	0.942454526342527	1.31693437355956	-2.11069829743765	53.8351	3.23402745192115	2.2399	2532.92432562007	2.3807200450024	0.522908589025029	0.1994	12.0112	0.507442652398285	0.177113416676821	-1.91678470065067	0.2787	1.96686274025255	-1.16817820127639	953.3431	0.25	0	0	0	0	0	0	0	0	0	100	0	0	0	435.5	14.5806098078439	55.9280697500556	11233.7404142737	-0.995079733661754	158.928916772747	15.7535893394759	1199.10651930576	18.5981654541773	86.1010960445246	7.72348373756747	1.64876873856054
8075758	1.44404479591809	1.26566669945251	0.887673552454504	1.25234322438011	-4.99999995657055	56.5782	3.05535156335128	2.2399	2532.92432562007	2.3807200450024	0.522908589025029	0.1994	12.0112	0.507442652398285	0.177113416676821	-1.91678470065067	0.2787	1.96686274025255	-1.16817820127639	976.8373	0.25	0	0	0	0	0	0	0	0	0	100	0	0	0	434	14.9812926063107	56.95971963055	11335.6727093687	-0.927851782973771	137.716769421914	15.0457163955178	1197.86546622502	18.6532349582319	87.7206596171863	7.91299380607304	1.58424299934025
8075668	0.728516104759848	0.61573968861926	0.271144317949311	0.534533756005242	-4.99999995657055	57	2.9568655836397	2.2399	2532.92432562007	2.3807200450024	0.522908589025029	0.1994	12.0112	0.507442652398285	0.177113416676821	-1.91678470065067	0.2787	1.96686274025255	-1.16817820127639	907.5814	0.25	0	0	0	0	0	0	0	0	0	100	0	0	0	434	14.56	55.86	11228.5098000002	-0.998624939458	160.02	15.79	1197.23726278997	18.642124409869	86.9161501237038	7.80241260993639	0.858308561353888
8075514	1.38671293885861	1.22479195649271	0.838660225989004	1.19620382862118	-4.99999995657055	53.7815	3.28551125060822	2.2399	2532.92432562007	2.3807200450024	0.522908589025029	0.1994	12.0112	0.507442652398285	0.177113416676821	-1.91678470065067	0.2787	1.96686274025255	-1.16817820127639	953.4262	0.25	0	0	0	0	0	0	0	0	0	100	0	0	0	435.4585	14.5873099681384	55.9501989343758	11235.4411269186	-0.993929909260697	158.574210286755	15.7417523896222	1199.37442052183	18.6105817194822	86.0413734493565	7.70191776149964	1.52652148773812
8075494	0.901294817165622	0.773713325277095	0.42390091852858	0.704836606211489	-2.9237055275631	54	3.06384915888066	2.2399	2532.92432562007	2.3807200450024	0.522908589025029	0.1994	12.0112	0.507442652398285	0.177113416676821	-1.91678470065067	0.2787	1.96686274025255	-1.16817820127639	952.9623	0.25	0	0	0	0	0	0	0	0	0	100	0	0	0	435.6283	14.56	55.86	11228.5098000002	-0.998624939458	160.02	15.79	1198.28269384977	18.5599782556275	86.2846395193201	7.78976952251092	1.03828229010732
8075474	-0.847711655613885	-0.83863199776203	-1.08618614761099	-1.0555173278449	-4.99999995657055	59	-1.08475427463392	2.2399	2532.92432562007	2.3807200450024	0.522908589025029	0.1994	12.0112	0.507442652398285	0.177113416676821	-1.91678470065067	0.2787	1.96686274025255	-1.16817820127639	1611.1707	0.07	0	0	0	0	0	0	0	0	0	100	0	0	0	434	18.75	27.68	11612.3800000002	0.986167512344357	11.43	22.77	1195.37683105463	18.4288902282878	89.3328703686844	8.38033390043415	-0.734003629502567
8075476	-0.429457060116935	-0.452225294610947	-0.723538195824458	-0.636388020105976	-4.99999995657055	58.8743	-0.854345646573387	2.2399	2532.92432562007	2.3807200450024	0.522908589025029	0.1994	12.0112	0.507442652398285	0.177113416676821	-1.91678470065067	0.2787	1.96686274025255	-1.16817820127639	1513.536	0.07	0	0	0	0	0	0	0	0	0	100	0	0	0	434	18.75	27.68	11612.3800000002	0.986167512344357	11.43	22.77	1195.39384418226	18.4391497684233	89.3262958218583	8.36896904296118	-0.312560225453214
8075478	-0.287350298371947	-0.321481620958976	-0.602059991326225	-0.493494967593775	-4.99999995657055	58.9082	-0.913446668610743	2.2399	2532.92432562007	2.3807200450024	0.522908589025029	0.1994	12.0112	0.507442652398285	0.177113416676821	-1.91678470065067	0.2787	1.96686274025255	-1.16817820127639	1542.2261	0.07	0	0	0	0	0	0	0	0	0	100	0	0	0	434	18.75	27.68	11612.3800000002	0.986167512344357	11.43	22.77	1195.38907055203	18.4362710942633	89.3281405174945	8.37215785270439	-0.169539649968391
8075824	1.0941215958406	0.942851006554387	0.586924708144933	0.900640183982655	-3.19565608083867	57.0664	3.19461720720625	2.2399	2532.92432562007	2.3807200450024	0.522908589025029	0.1994	12.0112	0.507442652398285	0.177113416676821	-1.91678470065067	0.2787	1.96686274025255	-1.16817820127639	995.1035	0.2471	0	0	0	0	0	0	0	0	0	100	0	0	0	434	14.5733499337748	57.5479549668874	11273.9910895337	-0.900268645708603	155.70706013245	16.7474760264901	1203.31375454013	18.760559643653	88.8281153780605	7.97266695634702	1.23012946974058
8075822	1.19783169332893	1.03686832998109	0.674493717296442	1.00337435401979	-4.99999995657055	57.0727	3.1332336980099	2.2399	2532.92432562007	2.3807200450024	0.522908589025029	0.1994	12.0112	0.507442652398285	0.177113416676821	-1.91678470065067	0.2787	1.96686274025255	-1.16817820127639	989.9537	0.2477	0	0	0	0	0	0	0	0	0	100	0	0	0	434	14.570527679131	57.1911113432212	11264.3684147446	-0.920249100187552	156.618841027784	16.5450599540422	1202.93101900748	18.7428414748038	88.8968511193533	8.00035543974163	1.33327594125731
8075820	0.527887565952833	0.416640507338447	0.0965624383744833	0.32469391386198	-3.40302924097029	57.0737	2.88520936432838	2.2399	2532.92432562007	2.3807200450024	0.522908589025029	0.1994	12.0112	0.507442652398285	0.177113416676821	-1.91678470065067	0.2787	1.96686274025255	-1.16817820127639	970.9376	0.25	0	0	0	0	0	0	0	0	0	100	0	0	0	434	14.56	55.86	11228.5098000002	-0.998624939458	160.02	15.79	1201.50200194355	18.6771333742594	89.1492713890419	8.10262528211569	0.652864939141519
8075708	0.652343055062811	0.538070787043298	0.209783014848783	0.450249108319515	-1.79128433991529	58.0074	1.28241172006126	2.2399	2532.92432562007	2.3807200450024	0.522908589025029	0.1994	12.0112	0.507442652398285	0.177113416676821	-1.91678470065067	0.2787	1.96686274025255	-1.16817820127639	1055.0997	0.3261	0	0	0	0	0	0	0	0	0	100	0	0	0	434	16.5908997202179	39.4080400530113	11612.3800000002	0.457322800627203	117.095552937712	10.2716610219408	1191.94982690835	18.0832981013587	88.6649123736308	8.62439494637822	0.786176239906141
8075712	0.665017825412566	0.549738731265021	0.220631019448354	0.462847035831823	-4.99999995657055	58.008	1.25047763986564	2.2399	2532.92432562007	2.3807200450024	0.522908589025029	0.1994	12.0112	0.507442652398285	0.177113416676821	-1.91678470065067	0.2787	1.96686274025255	-1.16817820127639	1069.2971	0.3186	0	0	0	0	0	0	0	0	0	100	0	0	0	434	16.6535673434372	39.086837289105	11612.3800000002	0.50783377080497	114.028623105519	10.6344237918216	1191.94406613985	18.0802271136384	88.6588662179343	8.62660982474485	0.79896813741262
8075716	-0.642065152997641	-0.651695136949892	-0.89962945487899	-0.85387196431866	-3.93199977014132	58.0392	1.21663929898232	2.2399	2532.92432562007	2.3807200450024	0.522908589025029	0.1994	12.0112	0.507442652398285	0.177113416676821	-1.91678470065067	0.2787	1.96686274025255	-1.16817820127639	1095.6795	0.3112	0	0	0	0	0	0	0	0	0	100	0	0	0	434	16.7149618320611	38.7353004857738	11612.3800000002	0.550804232376414	111.024	10.9898167938931	1191.93794491057	18.0758310740434	88.6606359111204	8.63135767148322	0.812238005000316
8075726	-1.3010299956553	-1.25181197298604	-1.46852108294497	-1.52287874526586	-4.99999995657055	58	-0.510423301110786	2.2399	2532.92432562007	2.3807200450024	0.522908589025029	0.1994	12.0112	0.507442652398285	0.177113416676821	-1.91678470065067	0.2787	1.96686274025255	-1.16817820127639	1132.5946	0.07	0	0	0	0	0	0	0	0	0	100	0	0	0	434	18.75	31.6183783783784	11612.3800000002	0.986167512344357	11.43	22.77	1191.86730957014	17.9942779541351	88.5867230797631	8.70314216613784	-1.17652577082318
8075730	-0.221848749615633	-0.265200170410353	-0.539102157241949	-0.430626090383784	-4.99999995657055	58.0065	1.20713824743033	2.2399	2532.92432562007	2.3807200450024	0.522908589025029	0.1994	12.0112	0.507442652398285	0.177113416676821	-1.91678470065067	0.2787	1.96686274025255	-1.16817820127639	1062.5824	0.3174	0	0	0	0	0	0	0	0	0	100	0	0	0	434	16.6021343050495	39.2282170744404	11612.3800000002	0.465688314176694	116.545736595523	10.3366944299844	1191.93910113204	18.076129738339	88.6516485129446	8.6297773876763	0.839829865629044
8075728	-0.280668713015445	-0.31966448658453	-0.590066876667016	-0.489454989792047	-4.99999995657055	58.0066	1.21994407692918	2.2399	2532.92432562007	2.3807200450024	0.522908589025029	0.1994	12.0112	0.507442652398285	0.177113416676821	-1.91678470065067	0.2787	1.96686274025255	-1.16817820127639	1059.5045	0.3211	0	0	0	0	0	0	0	0	0	100	0	0	0	434	16.5785402906209	39.3362972258917	11612.3800000002	0.445127441015757	117.700418758256	10.2001162483487	1191.94018227313	18.0773623807962	88.6526264347065	8.62867255481697	0.833338388939461
8075718	-1.26760624016899	-1.22914798835049	-1.44369749922065	-1.48148606010895	-4.99999995657055	58.0497	1.20656443826727	2.2399	2532.92432562007	2.3807200450024	0.522908589025029	0.1994	12.0112	0.507442652398285	0.177113416676821	-1.91678470065067	0.2787	1.96686274025255	-1.16817820127639	1098.3125	0.3085	0	0	0	0	0	0	0	0	0	100	0	0	0	434	16.7175006930968	38.7215081785417	11612.3800000002	0.552461589186475	110.899749098974	11.0045134460771	1191.93561934667	18.0743995415359	88.66006641058	8.6327340055393	0.816970037757366
8075714	-0.438898616349751	-0.464705879955963	-0.723538195824458	-0.647817481886707	-4.99999995657055	58.0656	1.18605734314165	2.2399	2532.92432562007	2.3807200450024	0.522908589025029	0.1994	12.0112	0.507442652398285	0.177113416676821	-1.91678470065067	0.2787	1.96686274025255	-1.16817820127639	1110.266	0.3045	0	0	0	0	0	0	0	0	0	100	0	0	0	434	16.7428199863107	38.583961670089	11612.3800000002	0.568519342689964	109.660632443532	11.1510787132101	1191.93095387633	18.0720645805782	88.6567127643564	8.63464484550519	0.824295091132935
8075710	0.657438322703058	0.542825426959304	0.214313897424665	0.45545396877878	-3.41775477058828	58.0081	1.26907391789539	2.2399	2532.92432562007	2.3807200450024	0.522908589025029	0.1994	12.0112	0.507442652398285	0.177113416676821	-1.91678470065067	0.2787	1.96686274025255	-1.16817820127639	1061.4739	0.323	0	0	0	0	0	0	0	0	0	100	0	0	0	434	16.6166593918231	39.2689189582424	11612.3800000002	0.478997013747961	115.834884329987	10.4207754983268	1191.94707187169	18.0818954610995	88.6623897013086	8.62544738731202	0.791388853348455
8075480	-0.688246138942127	-0.690369832571972	-0.946921556512737	-0.896196279040623	-4.99999995657055	58.33	-0.0684717037029347	2.2399	2532.92432562007	2.3807200450024	0.522908589025029	0.1994	12.0112	0.507442652398285	0.177113416676821	-1.91678470065067	0.2787	1.96686274025255	-1.16817820127639	1205.303	0.0703	0	0	0	0	0	0	0	0	0	100	0	0	0	434	18.75	27.6839730639731	11612.3800000002	0.986167512344357	11.43	22.77	1195.60742187542	18.4798278808417	89.3011841111645	8.32708549498317	-0.573001041241838
8075482	-0.386158178122874	-0.412289034979966	-0.688246138942127	-0.591760034686454	-3.96968368996129	58	0.572484430649831	2.2399	2532.92432562007	2.3807200450024	0.522908589025029	0.1994	12.0112	0.507442652398285	0.177113416676821	-1.91678470065067	0.2787	1.96686274025255	-1.16817820127639	1076.8361	0.0889	0	0	0	0	0	0	0	0	0	100	0	0	0	434	19.0333444816054	27.7021237458194	11612.3800000002	0.979666074335337	13.8119397993311	22.3245150501672	1195.67476998495	18.4763419237458	89.2389722032368	8.32058480431438	-0.269056306571457
8075496	0.0519239160464919	-0.00966114521195451	-0.311580177996399	-0.151195298947581	-2.11711360584642	58.0593	0.269226892132357	2.2399	2532.92432562007	2.3807200450024	0.522908589025029	0.1994	12.0112	0.507442652398285	0.177113416676821	-1.91678470065067	0.2787	1.96686274025255	-1.16817820127639	1120.726	0.088	0	0	0	0	0	0	0	0	0	100	0	0	0	434	18.8525045372051	27.6888626739262	11612.3800000002	0.983856457139727	12.2917059891107	22.6088384754991	1195.63411391863	18.4675375678312	89.2558799181664	8.3317840614216	0.172515363011064
8075498	-1.63827216396352	-1.56863623582493	-1.76955107859618	-1.85387196429074	-2.80163437267042	58	0.320722010668563	2.2399	2532.92432562007	2.3807200450024	0.522908589025029	0.1994	12.0112	0.507442652398285	0.177113416676821	-1.91678470065067	0.2787	1.96686274025255	-1.16817820127639	987.0303	0.07	0	0	0	0	0	0	0	0	0	100	0	0	0	434	18.75	27.68	11612.3800000002	0.986167512344357	11.43	22.77	1195.45202636667	18.4102535247879	89.2896818101525	8.38896179199697	-1.52724355066816
8075492	0.040206627575107	-0.0204516252954497	-0.322393047278595	-0.163675884292615	-4.99999995657055	58.0609	0.269463068567448	2.2399	2532.92432562007	2.3807200450024	0.522908589025029	0.1994	12.0112	0.507442652398285	0.177113416676821	-1.91678470065067	0.2787	1.96686274025255	-1.16817820127639	1124.768	0.0885	0	0	0	0	0	0	0	0	0	100	0	0	0	434	18.8553731343284	27.6891106965174	11612.3800000002	0.983791126245866	12.3158208955224	22.604328358209	1195.63920965236	18.469140666051	89.2549340612324	8.33018393836443	0.160528553852057
4655358	2.89022534658228	2.63314918230601	2.0614864070183	2.69772352929772	-2.78672402744788	54.2782	6.45117645928621	2.1339	1952.52500128006	2.3776005000024	0.545422841276486	0.1076	13.3692	0.917134281633287	0.428811030709204	-2.05760832833352	0.0228	-0.877680972270362	0.62475172318465	768.1101	0.3198	6.56	0	0	0	41.3	0	0	0	0	0	15.38	0	36.76	537.4886	21.5521099412528	26.0583370583299	11257.4584068264	-0.861882071571909	148.344848139073	3.83677582477257	1260.5579513166	17.0709529453527	66.8580371387957	6.14277663190477	2.90425472157479
4652076	2.88678222504632	2.62996078279065	2.05838426336443	2.69412150288806	-2.6694036176323	54.2891	6.45555928431254	2.1308	1951.49391380506	2.3792800450024	0.544986160176656	0.1074	13.3623	0.917916822078225	0.428971927864898	-2.05573087825062	0.0217	-0.892389960318163	0.624752098447757	767.7737	0.3195	6.62	0	0	0	41.67	0	0	0	0	0	15.52	0	36.2	537.4841	21.5311844287019	26.0818803472009	11252.8211059865	-0.866766475660095	148.623350756007	3.85261714748795	1260.74709190958	17.0680089844461	66.789753966649	6.13395041712751	2.90046036904676
4655432	-1.74472749487257	-1.6777807052454	-1.88605664765976	-1.99999999995657	-4.99999995657055	52.2457	0.698121206485235	2.0107	2560.79706364507	1.88078020500218	0.503838849354263	0.1403	10.8346	0.586801752603848	0.174922770102709	-2.06138269054651	0.5653	4.16908421080504	-0.431942885731744	947.8696	0.375	0	0	0	0	0	0	0	0	0	100	0	0	0	538	24.941326762699	29.6942911296437	11612.3800000002	0.41739055190314	77.0727369219105	11.2906823351024	1196.11505041527	18.3233535726923	85.475243941968	7.90500627243921	0.238673243284095
4652226	1.04139268515826	0.905039928076266	0.500373714353511	0.839415192683956	-4.99999995657055	50.0884	1.45352326471117	2.0137	2570.46126592007	1.87249544500218	0.502357863293115	0.1394	10.7963	0.578170684814295	0.171701196664772	-2.06997190933984	0.5809	4.26699289931016	-0.406613847486289	1034.0492	0.2497	0	0	0	0	0	0	0	0	0	100	0	0	0	538	20.764248237818	29.8638718970273	11612.3800000002	0.86803404503043	48.3705130248238	17.0349451425069	1200.76968135391	18.2455298698528	84.9885896441121	7.90597576431679	1.17906034683439
4652426	1.21256045797117	1.06355851811102	0.652922887568039	1.01258416391419	-4.99999995657055	49.8202	1.07901700056731	2.0127	2567.14946050007	1.87532808000218	0.502868516671527	0.1397	10.8094	0.581165298440203	0.172815647244076	-2.06709371607727	0.5755	4.23361853180029	-0.415022518204784	1038.2506	0.1801	0	0	0	0	0	0	0	0	0	100	0	0	0	538	20.7150066185319	29.8797906137184	11612.3800000002	0.869255305157765	48.2934536702768	17.0691215403129	1201.00875752879	18.2236304180691	85.1744753470158	7.95673248722522	1.34935913218652
4651574	0.153509989301143	0.0877814178098972	-0.253365801061643	-0.0555173278493379	-4.99999995657055	51.7648	1.05362594949412	1.9958	2513.61405000007	1.9219804050022	0.510557727571163	0.145	11.0229	0.626251523193702	0.189999379999248	-2.01858539212275	0.4885	3.66374434451309	-0.573201756838211	891.8195	0.3805	0	0	0	0	0	0	0	0	0	100	0	0	0	538	25.7386541111621	27.9523151125402	11612.3800000002	0.482385148433703	70.1802296738631	11.7821727147451	1197.95163823178	18.2835902869728	85.1037599501535	7.88739192863895	0.292100938480641
4651486	-0.126098402134958	-0.149966742309618	-0.478861916294656	-0.312471038784474	-2.31058191480772	51	3.77057410199862	1.5728	2182.52549560507	2.47460440500244	0.536374172700407	0.1672	13.6777	0.156285995257718	0.209307776061038	-2.03820776888555	0.5657	2.62458646799949	-0.978749218082452	919.0086	0.3446	0	0	0	0	0	0	0	0	0	100	0	0	0	538	18.1742965779468	48.4378897338403	10479.5998607409	-0.795988921660205	85.4984030418251	9.90847908745247	1218.0013166635	18.2186120726236	81.2190849010912	7.35192954903042	-0.0237417507424962
4651492	0.406540180434125	0.340444114840317	-0.0254883072622111	0.221153321954966	-2.41119289993686	51.0201	3.95407540993688	1.5037	2178.14024704507	2.1337420050023	0.568469741904191	0.1558	13.0117	0.245219594311692	0.228434672850892	-1.8213935593882	0.6139	2.97316800440162	0.549884886791752	899.1964	0.342	0	0	0	0	0	0	0	0	0	91.75	8.25	0	0	537.0178	19.2631624407913	46.2817887991084	10347.1413663883	-0.688647008547102	87.6279548620786	9.52303984396768	1218.21662871636	18.1983746640095	80.8633167981643	7.31667680441349	0.509215967772699
